antenna,start_gpstime,stop_gpstime,status
HH240,1000000000,1214481618.0,not_connected
HH241,1000000000,1214481618.0,not_connected
HH242,1000000000,1214481618.0,not_connected
HH261,1000000000,1214481618.0,not_connected
HH262,1000000000,1214481618.0,not_connected
HH263,1000000000,1214481618.0,not_connected
HH264,1000000000,1214481618.0,not_connected
HH265,1000000000,1214481618.0,not_connected
HH216,1000000000,1214481618.0,not_connected
HH217,1000000000,1214481618.0,not_connected
HH218,1000000000,1214481618.0,not_connected
HH219,1000000000,1214481618.0,not_connected
HH221,1000000000,1214481618.0,not_connected
HH222,1000000000,1214481618.0,not_connected
HH223,1000000000,1214481618.0,not_connected
HH224,1000000000,1214481618.0,not_connected
HH225,1000000000,1214481618.0,not_connected
HH245,1000000000,1214481618.0,not_connected
HH246,1000000000,1214481618.0,not_connected
HH247,1000000000,1214481618.0,not_connected
HH248,1000000000,1214481618.0,not_connected
HH249,1000000000,1214481618.0,not_connected
HH197,1000000000,1214481618.0,not_connected
HH198,1000000000,1214481618.0,not_connected
HH199,1000000000,1214481618.0,not_connected
HH200,1000000000,1214481618.0,not_connected
HH202,1000000000,1214481618.0,not_connected
HH203,1000000000,1214481618.0,not_connected
HH204,1000000000,1214481618.0,not_connected
HH205,1000000000,1214481618.0,not_connected
HH227,1000000000,1214481618.0,not_connected
HH228,1000000000,1214481618.0,not_connected
HH229,1000000000,1214481618.0,not_connected
HH230,1000000000,1214481618.0,not_connected
HH231,1000000000,1214481618.0,not_connected
HH232,1000000000,1214481618.0,not_connected
HH176,1000000000,1214481618.0,not_connected
HH177,1000000000,1214481618.0,not_connected
HH178,1000000000,1214481618.0,not_connected
HH179,1000000000,1214481618.0,not_connected
HH181,1000000000,1214481618.0,not_connected
HH182,1000000000,1214481618.0,not_connected
HH183,1000000000,1214481618.0,not_connected
HH184,1000000000,1214481618.0,not_connected
HH185,1000000000,1214481618.0,not_connected
HH207,1000000000,1214481618.0,not_connected
HH208,1000000000,1214481618.0,not_connected
HH209,1000000000,1214481618.0,not_connected
HH210,1000000000,1214481618.0,not_connected
HH211,1000000000,1214481618.0,not_connected
HH213,1000000000,1214481618.0,not_connected
HH214,1000000000,1214481618.0,not_connected
HH155,1000000000,1214481618.0,not_connected
HH38,1000000000,1188475218.0,not_connected
HH39,1000000000,1188475218.0,not_connected
HH40,1000000000,1188475218.0,not_connected
HH41,1000000000,1188475218.0,not_connected
HH51,1000000000,1188475218.0,not_connected
HH53,1000000000,1188475218.0,not_connected
HH54,1000000000,1188475218.0,not_connected
HH55,1000000000,1188475218.0,not_connected
HH65,1000000000,1188475218.0,not_connected
HH66,1000000000,1188475218.0,not_connected
HH68,1000000000,1188475218.0,not_connected
HH69,1000000000,1188475218.0,not_connected
HH70,1000000000,1188475218.0,not_connected
HH71,1000000000,1188475218.0,not_connected
HH83,1000000000,1188475218.0,not_connected
HH84,1000000000,1188475218.0,not_connected
HH85,1000000000,1188475218.0,not_connected
HH86,1000000000,1188475218.0,not_connected
HH87,1000000000,1188475218.0,not_connected
HH98,1000000000,1188475218.0,not_connected
HH120,1000000000,1188475218.0,not_connected
HH121,1000000000,1188475218.0,not_connected
HH122,1000000000,1188475218.0,not_connected
HH123,1000000000,1188475218.0,not_connected
HH141,1000000000,1188475218.0,not_connected
HH142,1000000000,1188475218.0,not_connected
HH143,1000000000,1188475218.0,not_connected
HH136,1000000000,1196769618.0,not_connected
HH138,1000000000,1196769618.0,not_connected
HH139,1000000000,1196769618.0,not_connected
HH140,1000000000,1196769618.0,not_connected
HH99,1000000000,1201509417.0,not_connected
HH100,1000000000,1201509417.0,not_connected
HH102,1000000000,1201509417.0,not_connected
HH103,1000000000,1201509417.0,not_connected
HH117,1000000000,1201509417.0,not_connected
HH118,1000000000,1201509417.0,not_connected
HH119,1000000000,1201509417.0,not_connected
HH116,1000000000,1204416793.0,not_connected
HH156,1000000000,1214481618.0,not_connected
HH157,1000000000,1214481618.0,not_connected
HH158,1000000000,1214481618.0,not_connected
HH160,1000000000,1214481618.0,not_connected
HH161,1000000000,1214481618.0,not_connected
HH162,1000000000,1214481618.0,not_connected
HH163,1000000000,1214481618.0,not_connected
HH164,1000000000,1214481618.0,not_connected
HH187,1000000000,1214481618.0,not_connected
HH188,1000000000,1214481618.0,not_connected
HH189,1000000000,1214481618.0,not_connected
HH190,1000000000,1214481618.0,not_connected
HH191,1000000000,1214481618.0,not_connected
HH193,1000000000,1214481618.0,not_connected
HH194,1000000000,1214481618.0,not_connected
HH195,1000000000,1214481618.0,not_connected
HH135,1000000000,1214481618.0,not_connected
HH145,1000000000,1214481618.0,not_connected
HH166,1000000000,1214481618.0,not_connected
HH167,1000000000,1214481618.0,not_connected
HH168,1000000000,1214481618.0,not_connected
HH169,1000000000,1214481618.0,not_connected
HH171,1000000000,1214481618.0,not_connected
HH172,1000000000,1214481618.0,not_connected
HH173,1000000000,1214481618.0,not_connected
HH174,1000000000,1214481618.0,not_connected
HH175,1000000000,1214481618.0,not_connected
HH126,1000000000,1214481618.0,not_connected
HH146,1000000000,1214481618.0,not_connected
HH147,1000000000,1214481618.0,not_connected
HH148,1000000000,1214481618.0,not_connected
HH150,1000000000,1214481618.0,not_connected
HH151,1000000000,1214481618.0,not_connected
HH152,1000000000,1214481618.0,not_connected
HH153,1000000000,1214481618.0,not_connected
HH154,1000000000,1214481618.0,not_connected
HH105,1000000000,1214481618.0,not_connected
HH106,1000000000,1214481618.0,not_connected
HH107,1000000000,1214481618.0,not_connected
HH108,1000000000,1214481618.0,not_connected
HH127,1000000000,1214481618.0,not_connected
HH129,1000000000,1214481618.0,not_connected
HH130,1000000000,1214481618.0,not_connected
HH131,1000000000,1214481618.0,not_connected
HH132,1000000000,1214481618.0,not_connected
HH134,1000000000,1214481618.0,not_connected
HH89,1000000000,1214481618.0,not_connected
HH90,1000000000,1214481618.0,not_connected
HH91,1000000000,1214481618.0,not_connected
HH109,1000000000,1214481618.0,not_connected
HH111,1000000000,1214481618.0,not_connected
HH112,1000000000,1214481618.0,not_connected
HH113,1000000000,1214481618.0,not_connected
HH114,1000000000,1214481618.0,not_connected
HH115,1000000000,1214481618.0,not_connected
HH73,1000000000,1214481618.0,not_connected
HH74,1000000000,1214481618.0,not_connected
HH75,1000000000,1214481618.0,not_connected
HH92,1000000000,1214481618.0,not_connected
HH94,1000000000,1214481618.0,not_connected
HH95,1000000000,1214481618.0,not_connected
HH96,1000000000,1214481618.0,not_connected
HH97,1000000000,1214481618.0,not_connected
HH50,1000000000,1214481618.0,not_connected
HH57,1000000000,1214481618.0,not_connected
HH58,1000000000,1214481618.0,not_connected
HH59,1000000000,1214481618.0,not_connected
HH60,1000000000,1214481618.0,not_connected
HH76,1000000000,1214481618.0,not_connected
HH78,1000000000,1214481618.0,not_connected
HH79,1000000000,1214481618.0,not_connected
HH80,1000000000,1214481618.0,not_connected
HH0,1000000000,1188475218.0,not_connected
HH1,1000000000,1188475218.0,not_connected
HH2,1000000000,1188475218.0,not_connected
HH11,1000000000,1188475218.0,not_connected
HH12,1000000000,1188475218.0,not_connected
HH13,1000000000,1188475218.0,not_connected
HH14,1000000000,1188475218.0,not_connected
HH23,1000000000,1188475218.0,not_connected
HH24,1000000000,1188475218.0,not_connected
HH25,1000000000,1188475218.0,not_connected
HH26,1000000000,1188475218.0,not_connected
HH27,1000000000,1188475218.0,not_connected
HH36,1000000000,1188475218.0,not_connected
HH37,1000000000,1188475218.0,not_connected
HH52,1000000000,1188475218.0,not_connected
HH67,1000000000,1188475218.0,not_connected
HH82,1000000000,1188475218.0,not_connected
HH88,1000000000,1188475218.0,not_connected
HH124,1000000000,1188475218.0,not_connected
HH136,1196769618,1214481618.0,passed_checks
HH141,1188475218,1214481618.0,passed_checks
HH142,1188475218,1214481618.0,passed_checks
HH143,1188475218,1214481618.0,passed_checks
HH121,1188475218,1214481618.0,passed_checks
HH122,1188475218,1214481618.0,passed_checks
HH123,1188475218,1214481618.0,passed_checks
HH124,1188475218,1214481618.0,passed_checks
HH82,1188475218,1214481618.0,passed_checks
HH83,1188475218,1214481618.0,passed_checks
HH84,1188475218,1214481618.0,passed_checks
HH85,1188475218,1214481618.0,passed_checks
HH86,1188475218,1214481618.0,passed_checks
HH88,1188475218,1214481618.0,passed_checks
HH65,1188475218,1214481618.0,passed_checks
HH66,1188475218,1214481618.0,passed_checks
HH67,1188475218,1214481618.0,passed_checks
HH69,1188475218,1214481618.0,passed_checks
HH71,1188475218,1214481618.0,passed_checks
HH51,1188475218,1214481618.0,passed_checks
HH52,1188475218,1214481618.0,passed_checks
HH53,1188475218,1214481618.0,passed_checks
HH55,1188475218,1214481618.0,passed_checks
HH36,1188475218,1214481618.0,passed_checks
HH37,1188475218,1214481618.0,passed_checks
HH38,1188475218,1214481618.0,passed_checks
HH39,1188475218,1214481618.0,passed_checks
HH41,1188475218,1214481618.0,passed_checks
HH42,1000000000,1214481618.0,not_connected
HH43,1000000000,1214481618.0,not_connected
HH44,1000000000,1214481618.0,not_connected
HH45,1000000000,1214481618.0,not_connected
HH61,1000000000,1214481618.0,not_connected
HH62,1000000000,1214481618.0,not_connected
HH63,1000000000,1214481618.0,not_connected
HH64,1000000000,1214481618.0,not_connected
HH24,1188475218,1214481618.0,passed_checks
HH25,1188475218,1214481618.0,passed_checks
HH26,1188475218,1214481618.0,passed_checks
HH27,1188475218,1214481618.0,passed_checks
HH28,1000000000,1214481618.0,not_connected
HH30,1000000000,1214481618.0,not_connected
HH31,1000000000,1214481618.0,not_connected
HH32,1000000000,1214481618.0,not_connected
HH33,1000000000,1214481618.0,not_connected
HH47,1000000000,1214481618.0,not_connected
HH49,1000000000,1214481618.0,not_connected
HH11,1188475218,1214481618.0,passed_checks
HH12,1188475218,1214481618.0,passed_checks
HH13,1188475218,1214481618.0,passed_checks
HH15,1000000000,1214481618.0,not_connected
HH16,1000000000,1214481618.0,not_connected
HH17,1000000000,1214481618.0,not_connected
HH18,1000000000,1214481618.0,not_connected
HH19,1000000000,1214481618.0,not_connected
HH21,1000000000,1214481618.0,not_connected
HH34,1000000000,1214481618.0,not_connected
HH35,1000000000,1214481618.0,not_connected
HH0,1188475218,1214481618.0,passed_checks
HH1,1188475218,1214481618.0,passed_checks
HH3,1000000000,1214481618.0,not_connected
HH4,1000000000,1214481618.0,not_connected
HH5,1000000000,1214481618.0,not_connected
HH6,1000000000,1214481618.0,not_connected
HH8,1000000000,1214481618.0,not_connected
HH9,1000000000,1214481618.0,not_connected
HH10,1000000000,1214481618.0,not_connected
HH22,1000000000,1214481618.0,not_connected
HB346,1000000000,1214481618.0,not_connected
HB348,1000000000,1214481618.0,not_connected
HB349,1000000000,1214481618.0,not_connected
HB341,1000000000,1214481618.0,not_connected
HA342,1000000000,1214481618.0,not_connected
HA343,1000000000,1214481618.0,not_connected
HB345,1000000000,1214481618.0,not_connected
HB337,1000000000,1214481618.0,not_connected
HA338,1000000000,1214481618.0,not_connected
HA339,1000000000,1214481618.0,not_connected
HB333,1000000000,1214481618.0,not_connected
HA334,1000000000,1214481618.0,not_connected
HA335,1000000000,1214481618.0,not_connected
HB336,1000000000,1214481618.0,not_connected
HB329,1000000000,1214481618.0,not_connected
HA331,1000000000,1214481618.0,not_connected
HB332,1000000000,1214481618.0,not_connected
HB324,1000000000,1214481618.0,not_connected
HA325,1000000000,1214481618.0,not_connected
HA326,1000000000,1214481618.0,not_connected
HB328,1000000000,1214481618.0,not_connected
HB320,1000000000,1214481618.0,not_connected
HB321,1000000000,1214481618.0,not_connected
HB322,1000000000,1214481618.0,not_connected
HH137,1000000000,1196769618.0,not_connected
HH101,1000000000,1201509417.0,not_connected
HH68,1188475218,1201509417.0,passed_checks
HH81,1000000000,1204416793.0,not_connected
HH308,1000000000,1214481618.0,not_connected
HH308,1214481618,,not_connected
HH309,1000000000,1214481618.0,not_connected
HH309,1214481618,,not_connected
HH310,1214481618,,not_connected
HH311,1214481618,,not_connected
HH312,1214481618,,not_connected
HH313,1214481618,,not_connected
HH314,1214481618,,not_connected
HH315,1000000000,1214481618.0,not_connected
HH315,1214481618,,not_connected
HH316,1214481618,,not_connected
HH317,1214481618,,not_connected
HH318,1214481618,,not_connected
HH295,1214481618,,not_connected
HH296,1214481618,,not_connected
HH297,1000000000,1214481618.0,not_connected
HH297,1214481618,,not_connected
HH298,1214481618,,not_connected
HH299,1214481618,,not_connected
HH300,1214481618,,not_connected
HH301,1214481618,,not_connected
HH302,1000000000,1214481618.0,not_connected
HH302,1214481618,,not_connected
HH303,1214481618,,not_connected
HH304,1214481618,,not_connected
HH305,1214481618,,not_connected
HH319,1214481618,,not_connected
HH281,1214481618,,not_connected
HH282,1000000000,1214481618.0,not_connected
HH282,1214481618,,not_connected
HH283,1214481618,,not_connected
HH284,1214481618,,not_connected
HH285,1214481618,,not_connected
HH286,1214481618,,not_connected
HH287,1214481618,,not_connected
HH288,1000000000,1214481618.0,not_connected
HH288,1214481618,,not_connected
HH289,1214481618,,not_connected
HH290,1214481618,,not_connected
HH291,1214481618,,not_connected
HH306,1214481618,,not_connected
HH307,1000000000,1214481618.0,not_connected
HH307,1214481618,,not_connected
HH266,1214481618,,not_connected
HH267,1214481618,,not_connected
HH268,1214481618,,not_connected
HH269,1214481618,,not_connected
HH270,1214481618,,not_connected
HH271,1000000000,1214481618.0,not_connected
HH271,1214481618,,not_connected
HH272,1214481618,,not_connected
HH273,1214481618,,not_connected
HH274,1214481618,,not_connected
HH275,1214481618,,not_connected
HH276,1214481618,,not_connected
HH292,1000000000,1214481618.0,not_connected
HH292,1214481618,,not_connected
HH293,1214481618,,not_connected
HH294,1214481618,,not_connected
HH250,1214481618,,not_connected
HH251,1214481618,,not_connected
HH252,1000000000,1214481618.0,not_connected
HH252,1214481618,,not_connected
HH253,1214481618,,not_connected
HH254,1214481618,,not_connected
HH255,1214481618,,not_connected
HH256,1214481618,,not_connected
HH257,1214481618,,not_connected
HH258,1000000000,1214481618.0,not_connected
HH258,1214481618,,not_connected
HH259,1214481618,,not_connected
HH260,1214481618,,not_connected
HH277,1214481618,,not_connected
HH278,1214481618,,not_connected
HH279,1214481618,,not_connected
HH280,1000000000,1214481618.0,not_connected
HH280,1214481618,,not_connected
HH233,1214481618,,not_connected
HH234,1214481618,,not_connected
HH235,1214481618,,not_connected
HH236,1214481618,,not_connected
HH237,1000000000,1214481618.0,not_connected
HH237,1214481618,,not_connected
HH238,1214481618,,not_connected
HH239,1214481618,,not_connected
HH240,1214481618,,not_connected
HH241,1214481618,,not_connected
HH242,1214481618,,not_connected
HH243,1000000000,1214481618.0,not_connected
HH243,1214481618,,not_connected
HH261,1214481618,,not_connected
HH262,1214481618,,not_connected
HH263,1214481618,,not_connected
HH264,1214481618,,not_connected
HH265,1214481618,,not_connected
HH215,1000000000,1214481618.0,not_connected
HH215,1214481618,,not_connected
HH216,1214481618,,not_connected
HH217,1214481618,,not_connected
HH218,1214481618,,not_connected
HH219,1214481618,,not_connected
HH220,1000000000,1214481618.0,not_connected
HH220,1214481618,,not_connected
HH221,1214481618,,not_connected
HH222,1214481618,,not_connected
HH223,1214481618,,not_connected
HH224,1214481618,,not_connected
HH225,1214481618,,not_connected
HH244,1000000000,1214481618.0,not_connected
HH244,1214481618,,not_connected
HH245,1214481618,,not_connected
HH246,1214481618,,not_connected
HH247,1214481618,,not_connected
HH138,1196769618,1214481618.0,passed_checks
HH140,1196769618,1214481618.0,passed_checks
HH116,1204416793,1214481618.0,passed_checks
HH117,1201509417,1214481618.0,passed_checks
HH118,1201509417,1214481618.0,passed_checks
HH99,1201509417,1214481618.0,passed_checks
HH100,1201509417,1214481618.0,passed_checks
HH101,1201509417,1214481618.0,passed_checks
HH102,1201509417,1214481618.0,passed_checks
HH103,1201509417,1214481618.0,passed_checks
HH68,1201509417,1214481618.0,known_bad
HH248,1214481618,,not_connected
HH249,1214481618,,not_connected
HH196,1000000000,1214481618.0,not_connected
HH196,1214481618,,not_connected
HH197,1214481618,,not_connected
HH198,1214481618,,not_connected
HH199,1214481618,,not_connected
HH200,1214481618,,not_connected
HH201,1000000000,1214481618.0,not_connected
HH201,1214481618,,not_connected
HH202,1214481618,,not_connected
HH203,1214481618,,not_connected
HH204,1214481618,,not_connected
HH205,1214481618,,not_connected
HH206,1000000000,1214481618.0,not_connected
HH206,1214481618,,not_connected
HH226,1000000000,1214481618.0,not_connected
HH226,1214481618,,not_connected
HH227,1214481618,,not_connected
HH228,1214481618,,not_connected
HH229,1214481618,,not_connected
HH230,1214481618,,not_connected
HH231,1214481618,,not_connected
HH232,1214481618,,not_connected
HH180,1000000000,1214481618.0,not_connected
HH186,1000000000,1214481618.0,not_connected
HH207,1214481618,,not_connected
HH208,1214481618,,not_connected
HH209,1214481618,,not_connected
HH210,1214481618,,not_connected
HH211,1214481618,,not_connected
HH212,1000000000,1214481618.0,not_connected
HH212,1214481618,,not_connected
HH213,1214481618,,not_connected
HH214,1214481618,,not_connected
HH159,1000000000,1214481618.0,not_connected
HH165,1000000000,1214481618.0,not_connected
HH192,1000000000,1214481618.0,not_connected
HH192,1214481618,,not_connected
HH193,1214481618,,not_connected
HH194,1214481618,,not_connected
HH195,1214481618,,not_connected
HH137,1196769618,1214481618.0,passed_checks
HH139,1196769618,1214481618.0,passed_checks
HH144,1000000000,1214481618.0,not_connected
HH170,1000000000,1214481618.0,not_connected
HH171,1214481618,,not_connected
HH172,1214481618,,not_connected
HH173,1214481618,,not_connected
HH174,1214481618,,not_connected
HH175,1214481618,,not_connected
HH119,1201509417,1214481618.0,passed_checks
HH120,1188475218,1214481618.0,passed_checks
HH125,1000000000,1214481618.0,not_connected
HH149,1000000000,1214481618.0,not_connected
HH151,1214481618,,not_connected
HH152,1214481618,,not_connected
HH153,1214481618,,not_connected
HH154,1214481618,,not_connected
HH98,1188475218,1214481618.0,passed_checks
HH104,1000000000,1214481618.0,not_connected
HH128,1000000000,1214481618.0,not_connected
HH107,1214481618,1242043218.0,not_connected
HH125,1214481618,1242043218.0,not_connected
HH126,1214481618,1242043218.0,not_connected
HH108,1214481618,1242129618.0,not_connected
HH101,1214481618,1249300818.0,not_connected
HH121,1214481618,1249300818.0,not_connected
HH102,1214481618,1252756818.0,not_connected
HH103,1214481618,1252756818.0,not_connected
HH104,1214481618,1252756818.0,not_connected
HH105,1214481618,1252756818.0,not_connected
HH120,1214481618,1252756818.0,not_connected
HH98,1214481618,1254225618.0,not_connected
HH99,1214481618,1254225618.0,not_connected
HH100,1214481618,1254225618.0,not_connected
HH116,1214481618,1254225618.0,not_connected
HH118,1214481618,1254225618.0,not_connected
HH119,1214481618,1254225618.0,not_connected
HH137,1214481618,1254225618.0,not_connected
HH138,1214481618,1254225618.0,not_connected
HH127,1214481618,1260290538.0,not_connected
HH142,1214481618,1264236138.0,not_connected
HH143,1214481618,1264236138.0,not_connected
HH144,1214481618,1264236138.0,not_connected
HH145,1214481618,1264236138.0,not_connected
HH146,1214481618,1264236138.0,not_connected
HH147,1214481618,1264236138.0,not_connected
HH148,1214481618,1264236138.0,not_connected
HH149,1214481618,1264236138.0,not_connected
HH150,1214481618,1264236138.0,not_connected
HH155,1214481618,1264236138.0,not_connected
HH156,1214481618,1264236138.0,not_connected
HH157,1214481618,1264236138.0,not_connected
HH158,1214481618,1264236138.0,not_connected
HH159,1214481618,1264236138.0,not_connected
HH160,1214481618,1264236138.0,not_connected
HH161,1214481618,1264236138.0,not_connected
HH162,1214481618,1264236138.0,not_connected
HH163,1214481618,1264236138.0,not_connected
HH164,1214481618,1264236138.0,not_connected
HH165,1214481618,1264236138.0,not_connected
HH166,1214481618,1264236138.0,not_connected
HH167,1214481618,1264236138.0,not_connected
HH168,1214481618,1264236138.0,not_connected
HH170,1214481618,1264236138.0,not_connected
HH176,1214481618,1264236138.0,not_connected
HH177,1214481618,1264236138.0,not_connected
HH178,1214481618,1264236138.0,not_connected
HH179,1214481618,1264236138.0,not_connected
HH181,1214481618,1264236138.0,not_connected
HH182,1214481618,1264236138.0,not_connected
HH183,1214481618,1264236138.0,not_connected
HH184,1214481618,1264236138.0,not_connected
HH185,1214481618,1264236138.0,not_connected
HH187,1214481618,1264236138.0,not_connected
HH188,1214481618,1264236138.0,not_connected
HH189,1214481618,1264236138.0,not_connected
HH190,1214481618,1264236138.0,not_connected
HH131,1214481618,,not_connected
HH132,1214481618,,not_connected
HH133,1000000000,1214481618.0,not_connected
HH133,1214481618,,not_connected
HH134,1214481618,,not_connected
HH81,1204416793,1214481618.0,passed_checks
HH87,1188475218,1214481618.0,passed_checks
HH110,1000000000,1214481618.0,not_connected
HH113,1214481618,,not_connected
HH114,1214481618,,not_connected
HH115,1214481618,,not_connected
HH70,1188475218,1214481618.0,passed_checks
HH72,1000000000,1214481618.0,not_connected
HH93,1000000000,1214481618.0,not_connected
HH95,1214481618,,not_connected
HH96,1214481618,,not_connected
HH97,1214481618,,not_connected
HH54,1188475218,1214481618.0,passed_checks
HH56,1000000000,1214481618.0,not_connected
HH77,1000000000,1214481618.0,not_connected
HH77,1214481618,,not_connected
HH78,1214481618,,not_connected
HH79,1214481618,,not_connected
HH80,1214481618,,not_connected
HH40,1188475218,1214481618.0,passed_checks
HH46,1000000000,1214481618.0,not_connected
HH61,1214481618,,not_connected
HH62,1214481618,,not_connected
HH63,1214481618,,not_connected
HH64,1214481618,,not_connected
HH23,1188475218,1214481618.0,passed_checks
HH27,1214481618,,not_connected
HH28,1214481618,,not_connected
HH29,1000000000,1214481618.0,not_connected
HH29,1214481618,,not_connected
HH31,1214481618,,not_connected
HH32,1214481618,,not_connected
HH33,1214481618,,not_connected
HH47,1214481618,,not_connected
HH48,1000000000,1214481618.0,not_connected
HH48,1214481618,,not_connected
HH49,1214481618,,not_connected
HH14,1188475218,1214481618.0,passed_checks
HH15,1214481618,,not_connected
HH16,1214481618,,not_connected
HH17,1214481618,,not_connected
HH18,1214481618,,not_connected
HH19,1214481618,,not_connected
HH20,1000000000,1214481618.0,not_connected
HH20,1214481618,,not_connected
HH21,1214481618,,not_connected
HH34,1214481618,,not_connected
HH35,1214481618,,not_connected
HH2,1188475218,1214481618.0,passed_checks
HH3,1214481618,,not_connected
HH4,1214481618,,not_connected
HH5,1214481618,,not_connected
HH6,1214481618,,not_connected
HH7,1000000000,1214481618.0,not_connected
HH7,1214481618,,not_connected
HH8,1214481618,,not_connected
HH9,1214481618,,not_connected
HH10,1214481618,,not_connected
HH22,1214481618,,not_connected
HB346,1214481618,,not_connected
HB347,1000000000,1214481618.0,not_connected
HH1,1214481618,1235476818.0,not_connected
HH2,1214481618,1235476818.0,not_connected
HH12,1214481618,1235476818.0,not_connected
HH13,1214481618,1235476818.0,not_connected
HH23,1214481618,1235476818.0,not_connected
HH24,1214481618,1235476818.0,not_connected
HH25,1214481618,1235476818.0,not_connected
HH30,1214481618,1235476818.0,not_connected
HH89,1214481618,1242043218.0,not_connected
HH84,1214481618,1249300818.0,not_connected
HH87,1214481618,1249300818.0,not_connected
HH86,1214481618,1252756818.0,not_connected
HH88,1214481618,1252756818.0,not_connected
HH90,1214481618,1252756818.0,not_connected
HH91,1214481618,1252756818.0,not_connected
HH81,1214481618,1254225618.0,not_connected
HH83,1214481618,1254225618.0,not_connected
HH40,1214481618,1254139218.0,not_connected
HH41,1214481618,1254139218.0,not_connected
HH42,1214481618,1254139218.0,not_connected
HH54,1214481618,1254139218.0,not_connected
HH56,1214481618,1254139218.0,not_connected
HH57,1214481618,1254139218.0,not_connected
HH69,1214481618,1254139218.0,not_connected
HH70,1214481618,1254139218.0,not_connected
HH72,1214481618,1254139218.0,not_connected
HH36,1214481618,1260196938.0,not_connected
HH37,1214481618,1260196938.0,not_connected
HH51,1214481618,1260196938.0,not_connected
HH65,1214481618,1260196938.0,not_connected
HH38,1214481618,1260200538.0,not_connected
HH92,1214481618,1260290538.0,not_connected
HH93,1214481618,1260290538.0,not_connected
HH94,1214481618,1260290538.0,not_connected
HH109,1214481618,1260290538.0,not_connected
HH110,1214481618,1260290538.0,not_connected
HH111,1214481618,1260290538.0,not_connected
HH112,1214481618,1260290538.0,not_connected
HH128,1214481618,1260290538.0,not_connected
HH129,1214481618,1260290538.0,not_connected
HH130,1214481618,1260290538.0,not_connected
HH44,1214481618,1262637738.0,not_connected
HH45,1214481618,1262637738.0,not_connected
HH58,1214481618,1262637738.0,not_connected
HH73,1214481618,1262637738.0,not_connected
HH74,1214481618,1262637738.0,not_connected
HH75,1214481618,1262637738.0,not_connected
HH14,1214481618,1264193598.0,not_connected
HH39,1214481618,1264193598.0,not_connected
HH50,1214481618,1264193598.0,not_connected
HH52,1214481618,1264193598.0,not_connected
HH68,1214481618,1264193598.0,not_connected
HH43,1214481618,1264898538.0,not_connected
HH76,1214481618,1264898538.0,not_connected
HB347,1214481618,,not_connected
HB348,1214481618,,not_connected
HB349,1214481618,,not_connected
HB341,1214481618,,not_connected
HA342,1214481618,,not_connected
HA343,1214481618,,not_connected
HA344,1000000000,1214481618.0,not_connected
HA344,1214481618,,not_connected
HB345,1214481618,,not_connected
HB337,1214481618,,not_connected
HA338,1214481618,,not_connected
HA339,1214481618,,not_connected
HB340,1000000000,1214481618.0,not_connected
HB340,1214481618,,not_connected
HB333,1214481618,,not_connected
HA334,1214481618,,not_connected
HA335,1214481618,,not_connected
